"TimestampHS","HE","HOEP","Hour.1.Predispatch","Hour.2.Predispatch","Hour.3.Predispatch","OR.10.Min.Sync","OR.10.Min.non.sync","OR.30.Min"
2016-04-20 00:00:00,1,-4.08,"-4.1",-3,-4.1,NA,NA,NA
2016-04-20 01:00:00,2,-4.2,"-4.2",-4.2,-4.2,NA,NA,NA
2016-04-20 02:00:00,3,-4.22,"-4.2",-4.2,-4.2,NA,NA,NA
2016-04-20 03:00:00,4,-4.2,"-4.2",-4.2,-4.2,NA,NA,NA
2016-04-20 04:00:00,5,-3.64,"-0.02",-3,0,NA,NA,NA
2016-04-20 05:00:00,6,0,"5.96",6.04,5.92,NA,NA,NA
2016-04-20 06:00:00,7,0,"5.83",5.83,5.92,NA,NA,NA
2016-04-20 07:00:00,8,0,"5.79",5.9,5.79,NA,NA,NA
2016-04-20 08:00:00,9,-1.75,"0.03",0.03,0.02,NA,NA,NA
2016-04-20 09:00:00,10,0,"0.03",4.84,0.03,NA,NA,NA
2016-04-20 10:00:00,11,0,"0.03",4.67,4.79,NA,NA,NA
2016-04-20 11:00:00,12,2.5,"4.79",4.79,0.02,NA,NA,NA
2016-04-20 12:00:00,13,5.94,"4.84",5.79,4.73,NA,NA,NA
2016-04-20 13:00:00,14,5.82,"0.03",0.03,4.73,NA,NA,NA
2016-04-20 14:00:00,15,5.88,"5.77",1,0.03,NA,NA,NA
2016-04-20 15:00:00,16,2,"4.79",5.79,4.84,NA,NA,NA
2016-04-20 16:00:00,17,5.7,"5.92",6.04,6.5,NA,NA,NA
2016-04-20 17:00:00,18,5.94,"6",14.31,6.5,NA,NA,NA
2016-04-20 18:00:00,19,13,"14.36",14.36,14.36,NA,NA,NA
2016-04-20 19:00:00,20,14.4,"24.95",20,24.95,NA,NA,NA
2016-04-20 20:00:00,21,5.05,"14.36",14.94,6.04,NA,NA,NA
2016-04-20 21:00:00,22,0.89,"5.92",5.92,5.06,NA,NA,NA
2016-04-20 22:00:00,23,-0.27,"4.75",0,0,NA,NA,NA
2016-04-20 23:00:00,24,-3,"0",0,0,NA,NA,NA
2016-04-21 00:00:00,1,-3.55,"-3",-0.02,-3,NA,NA,NA
2016-04-21 01:00:00,2,-3,"-3",-3,-3,NA,NA,NA
2016-04-21 02:00:00,3,-3.28,"-3",-3,-3,NA,NA,NA
2016-04-21 03:00:00,4,-2.93,"-3",-3,-3,NA,NA,NA
2016-04-21 04:00:00,5,2.92,"0",0,-0.25,NA,NA,NA
2016-04-21 05:00:00,6,57.23,"6.04",6.04,5.79,NA,NA,NA
2016-04-21 06:00:00,7,45.52,"15.09",6,5.94,NA,NA,NA
2016-04-21 07:00:00,8,48.29,"15.06",15.06,5.96,NA,NA,NA
2016-04-21 08:00:00,9,20.24,"15.16",9.25,6.04,NA,NA,NA
2016-04-21 09:00:00,10,14.21,"21.79",14.36,6.08,NA,NA,NA
2016-04-21 10:00:00,11,15.13,"14.4",22.08,9.04,NA,NA,NA
2016-04-21 11:00:00,12,2.33,"14.39",14.36,14.39,NA,NA,NA
2016-04-21 12:00:00,13,5.65,"6.04",12.5,10,NA,NA,NA
2016-04-21 13:00:00,14,0.42,"5.94",5.96,6.5,NA,NA,NA
2016-04-21 14:00:00,15,1.19,"5.94",5.96,5.96,NA,NA,NA
2016-04-21 15:00:00,16,0,"5.94",6.04,6.31,NA,NA,NA
2016-04-21 16:00:00,17,4,"6.04",10.32,14.35,NA,NA,NA
2016-04-21 17:00:00,18,2.39,"5.96",6.04,6.31,NA,NA,NA
2016-04-21 18:00:00,19,3.79,"13.2",6.5,6.5,NA,NA,NA
2016-04-21 19:00:00,20,5.76,"14.91",14.89,14.36,NA,NA,NA
2016-04-21 20:00:00,21,4.23,"14.37",14.33,5.94,NA,NA,NA
2016-04-21 21:00:00,22,2.94,"5.8",5.92,0.03,NA,NA,NA
2016-04-21 22:00:00,23,0.48,"5.06",4.81,5.79,NA,NA,NA
2016-04-21 23:00:00,24,0,"0",0,0,NA,NA,NA
2016-04-22 00:00:00,1,-1.86,"0",0,-3,NA,NA,NA
2016-04-22 01:00:00,2,-4.01,"-3",-3,-4,NA,NA,NA
2016-04-22 02:00:00,3,-3.46,"-1",-3,-4,NA,NA,NA
2016-04-22 03:00:00,4,-3,"-3",-3,-4,NA,NA,NA
2016-04-22 04:00:00,5,1.11,"0",0,0,NA,NA,NA
2016-04-22 05:00:00,6,9.68,"13",14.33,12.75,NA,NA,NA
2016-04-22 06:00:00,7,33.44,"14.37",14.37,14.36,NA,NA,NA
2016-04-22 07:00:00,8,68.31,"14.38",14.38,14.35,NA,NA,NA
2016-04-22 08:00:00,9,332.83,"14.38",14.36,10.34,NA,NA,NA
2016-04-22 09:00:00,10,16.3,"14.91",14.36,6.04,NA,NA,NA
2016-04-22 10:00:00,11,9.49,"14.4",14.37,6.5,NA,NA,NA
2016-04-22 11:00:00,12,2.64,"13.02",6.04,6.04,NA,NA,NA
2016-04-22 12:00:00,13,4.37,"5.83",5.94,0.02,NA,NA,NA
2016-04-22 13:00:00,14,-0.25,"0.03",4.81,5.96,NA,NA,NA
2016-04-22 14:00:00,15,0,"0.02",0.03,0.02,NA,NA,NA
2016-04-22 15:00:00,16,-0.28,"5.79",0.03,0.03,NA,NA,NA
2016-04-22 16:00:00,17,0,"5.79",6,0.02,NA,NA,NA
2016-04-22 17:00:00,18,0,"6",6.08,6.04,NA,NA,NA
2016-04-22 18:00:00,19,0.8,"5.96",6.5,5.92,NA,NA,NA
2016-04-22 19:00:00,20,4.7,"14.36",14.36,14.36,NA,NA,NA
2016-04-22 20:00:00,21,1.59,"14.36",14.37,6.08,NA,NA,NA
2016-04-22 21:00:00,22,1.67,"5.8",5.94,4.81,NA,NA,NA
2016-04-22 22:00:00,23,3.51,"6.08",11.65,5.94,NA,NA,NA
2016-04-22 23:00:00,24,0,"0",0,0,NA,NA,NA
2016-04-23 00:00:00,1,-2.27,"0",0,-3,NA,NA,NA
2016-04-23 01:00:00,2,-1.28,"0",0,-3,NA,NA,NA
2016-04-23 02:00:00,3,-1.29,"0",0,0,NA,NA,NA
2016-04-23 03:00:00,4,-1.76,"0",0,0,NA,NA,NA
2016-04-23 04:00:00,5,-2.27,"0",0,0,NA,NA,NA
2016-04-23 05:00:00,6,0,"5.87",5.9,1,NA,NA,NA
2016-04-23 06:00:00,7,-0.25,"5.96",5.96,5.79,NA,NA,NA
2016-04-23 07:00:00,8,0.53,"5.96",6.36,9.16,NA,NA,NA
2016-04-23 08:00:00,9,1.1,"5.92",5.88,11.65,NA,NA,NA
2016-04-23 09:00:00,10,5.37,"5.81",6,5.88,NA,NA,NA
2016-04-23 10:00:00,11,5.8,"5.92",5.92,5.92,NA,NA,NA
2016-04-23 11:00:00,12,5.69,"5.92",5.92,5.68,NA,NA,NA
2016-04-23 12:00:00,13,0.35,"5.36",5.36,4.67,NA,NA,NA
2016-04-23 13:00:00,14,0,"5.26",5.79,5.13,NA,NA,NA
2016-04-23 14:00:00,15,0,"4.84",4.7,4.25,NA,NA,NA
2016-04-23 15:00:00,16,2.92,"4.84",5.79,5.68,NA,NA,NA
2016-04-23 16:00:00,17,4.08,"5.88",5.81,6,NA,NA,NA
2016-04-23 17:00:00,18,7.35,"9.16",6.36,6.36,NA,NA,NA
2016-04-23 18:00:00,19,19.09,"12.5",12.96,12.14,NA,NA,NA
2016-04-23 19:00:00,20,17.93,"16.2",13.46,19.9,NA,NA,NA
2016-04-23 20:00:00,21,16.89,"17.05",16.55,12.96,NA,NA,NA
2016-04-23 21:00:00,22,13.09,"13.2",13.2,12.58,NA,NA,NA
2016-04-23 22:00:00,23,7.88,"6.36",5.92,6.36,NA,NA,NA
2016-04-23 23:00:00,24,7.1,"6.36",5.92,4.25,NA,NA,NA
2016-04-24 00:00:00,1,6.04,"5.92",5.9,5.86,NA,NA,NA
2016-04-24 01:00:00,2,8.58,"5.9",5.86,4.25,NA,NA,NA
2016-04-24 02:00:00,3,5.01,"5.88",5.16,0,NA,NA,NA
2016-04-24 03:00:00,4,5.07,"5.16",5.26,0,NA,NA,NA
2016-04-24 04:00:00,5,0,"4.66",4.66,4.72,NA,NA,NA
2016-04-24 05:00:00,6,0,"4.25",4.7,0,NA,NA,NA
2016-04-24 06:00:00,7,-2.58,"0",0,0,NA,NA,NA
2016-04-24 07:00:00,8,4.01,"5.88",5.87,5.79,NA,NA,NA
2016-04-24 08:00:00,9,13.48,"6.36",9.16,5.01,NA,NA,NA
2016-04-24 09:00:00,10,13.96,"9.16",9.16,5.81,NA,NA,NA
2016-04-24 10:00:00,11,12.29,"12.5",9.16,5.86,NA,NA,NA
2016-04-24 11:00:00,12,11.71,"13",11.2,6.36,NA,NA,NA
2016-04-24 12:00:00,13,11.6,"11.2",11.2,6.36,NA,NA,NA
2016-04-24 13:00:00,14,8.85,"11.2",9.16,9.16,NA,NA,NA
2016-04-24 14:00:00,15,13.24,"10",8.6,5.92,NA,NA,NA
2016-04-24 15:00:00,16,12.93,"11.2",11.13,13.2,NA,NA,NA
2016-04-24 16:00:00,17,13.61,"13.17",13,13.08,NA,NA,NA
2016-04-24 17:00:00,18,13.32,"13",13,13.24,NA,NA,NA
2016-04-24 18:00:00,19,16.49,"15.13",13.21,13.22,NA,NA,NA
2016-04-24 19:00:00,20,13.21,"45",45,23.04,NA,NA,NA
2016-04-24 20:00:00,21,13.51,"20.01",15.13,20.78,NA,NA,NA
2016-04-24 21:00:00,22,8.97,"13.21",12,11.2,NA,NA,NA
2016-04-24 22:00:00,23,5.09,"9.16",9.16,5.16,NA,NA,NA
2016-04-24 23:00:00,24,2.51,"5.86",5.9,5.79,NA,NA,NA
2016-04-25 00:00:00,1,0.49,"5.9",5.83,1,NA,NA,NA
2016-04-25 01:00:00,2,0,"0",0,0,NA,NA,NA
2016-04-25 02:00:00,3,1.66,"0",0,0,NA,NA,NA
2016-04-25 03:00:00,4,0,"0",0,0,NA,NA,NA
2016-04-25 04:00:00,5,0,"4.66",0,0,NA,NA,NA
2016-04-25 05:00:00,6,1.43,"14.35",13,6.34,NA,NA,NA
2016-04-25 06:00:00,7,5.12,"6",6.04,5.79,NA,NA,NA
2016-04-25 07:00:00,8,6.01,"6.04",5.94,5.79,NA,NA,NA
2016-04-25 08:00:00,9,6.01,"5.83",5.94,0.03,NA,NA,NA
2016-04-25 09:00:00,10,5.91,"9.16",6.08,5,NA,NA,NA
2016-04-25 10:00:00,11,5.9,"6.34",6.5,5.94,NA,NA,NA
2016-04-25 11:00:00,12,5.62,"11.65",14.35,9.16,NA,NA,NA
2016-04-25 12:00:00,13,5.09,"6.5",12.88,6.04,NA,NA,NA
2016-04-25 13:00:00,14,3.58,"6.04",6.34,6.34,NA,NA,NA
2016-04-25 14:00:00,15,5.84,"6.04",6.34,6.34,NA,NA,NA
2016-04-25 15:00:00,16,5.55,"9.75",8.77,10.83,NA,NA,NA
2016-04-25 16:00:00,17,7.31,"9.16",12.22,10.83,NA,NA,NA
2016-04-25 17:00:00,18,7.79,"6.08",6.5,11.14,NA,NA,NA
2016-04-25 18:00:00,19,5.86,"13",9.16,6.5,NA,NA,NA
2016-04-25 19:00:00,20,3.93,"17.84",17.84,14.35,NA,NA,NA
2016-04-25 20:00:00,21,0.71,"13.44",14.06,11.65,NA,NA,NA
2016-04-25 21:00:00,22,0,"4.25",0.03,4.25,NA,NA,NA
2016-04-25 22:00:00,23,-0.02,"0",0,0,NA,NA,NA
2016-04-25 23:00:00,24,-2.25,"0",0,0,NA,NA,NA
2016-04-26 00:00:00,1,-1.56,"-1",0,0,NA,NA,NA
2016-04-26 01:00:00,2,-3.73,"-4.1",-4.1,-3,NA,NA,NA
2016-04-26 02:00:00,3,-4.13,"-4",-4,-3,NA,NA,NA
2016-04-26 03:00:00,4,-3.93,"-3",-3,-3,NA,NA,NA
2016-04-26 04:00:00,5,-2.47,"-3",-3,-3,NA,NA,NA
2016-04-26 05:00:00,6,7.82,"4.9",2.25,0.5,NA,NA,NA
2016-04-26 06:00:00,7,32.84,"6.99",6.5,1.2,NA,NA,NA
2016-04-26 07:00:00,8,15.01,"12.2",6.34,4.25,NA,NA,NA
2016-04-26 08:00:00,9,17.51,"15.24",15.24,6.5,NA,NA,NA
2016-04-26 09:00:00,10,10.1,"13",13,14.19,NA,NA,NA
2016-04-26 10:00:00,11,12.2,"12.23",12.6,12.2,NA,NA,NA
2016-04-26 11:00:00,12,8.93,"5.94",12.2,12.2,NA,NA,NA
2016-04-26 12:00:00,13,9.7,"5.96",5.94,9.16,NA,NA,NA
2016-04-26 13:00:00,14,8.38,"12.2",10.83,9.16,NA,NA,NA
2016-04-26 14:00:00,15,5.44,"12.2",11.71,9.16,NA,NA,NA
2016-04-26 15:00:00,16,11.53,"12.23",11.77,9.16,NA,NA,NA
2016-04-26 16:00:00,17,12.21,"12.21",12.23,11.81,NA,NA,NA
2016-04-26 17:00:00,18,6.59,"12.35",12.23,12.36,NA,NA,NA
2016-04-26 18:00:00,19,12.61,"12.64",12.65,12.35,NA,NA,NA
2016-04-26 19:00:00,20,12.78,"12.36",12.36,14.06,NA,NA,NA
2016-04-26 20:00:00,21,12.86,"14.04",12.5,12.23,NA,NA,NA
2016-04-26 21:00:00,22,5.57,"12.2",12.2,9.16,NA,NA,NA
2016-04-26 22:00:00,23,3.43,"10.38",10.38,5.98,NA,NA,NA
2016-04-26 23:00:00,24,-2.07,"4.72",4.74,0,NA,NA,NA
2016-04-27 00:00:00,1,-0.84,"0",0,0,NA,NA,NA
2016-04-27 01:00:00,2,-3.39,"-3",0,0,NA,NA,NA
2016-04-27 02:00:00,3,-4.1,"-4.1",-4.1,-3,NA,NA,NA
2016-04-27 03:00:00,4,-3.14,"-3",-3,-4.1,NA,NA,NA
2016-04-27 04:00:00,5,2.01,"0",0,0,NA,NA,NA
2016-04-27 05:00:00,6,4.58,"13",13,13,NA,NA,NA
2016-04-27 06:00:00,7,7.93,"6.08",5.96,5.96,NA,NA,NA
2016-04-27 07:00:00,8,8.92,"5.92",5.83,5.06,NA,NA,NA
2016-04-27 08:00:00,9,2.4,"5.79",5.04,0.03,NA,NA,NA
2016-04-27 09:00:00,10,4.36,"5.92",5.81,0.03,NA,NA,NA
2016-04-27 10:00:00,11,3.53,"5.83",5.06,0.03,NA,NA,NA
2016-04-27 11:00:00,12,4.77,"4.7",4.81,0.02,NA,NA,NA
2016-04-27 12:00:00,13,5.95,"5.9",5.92,4.79,NA,NA,NA
2016-04-27 13:00:00,14,5.46,"4.64",0.03,0.03,NA,NA,NA
2016-04-27 14:00:00,15,5.17,"5.83",5.79,0.03,NA,NA,NA
2016-04-27 15:00:00,16,4.24,"5.94",5.94,5.83,NA,NA,NA
2016-04-27 16:00:00,17,4.87,"5.94",6.04,5.96,NA,NA,NA
2016-04-27 17:00:00,18,5.92,"6.31",6.04,5.94,NA,NA,NA
2016-04-27 18:00:00,19,7.8,"12.6",12.6,6.08,NA,NA,NA
2016-04-27 19:00:00,20,13.86,"14.37",15.37,17.57,NA,NA,NA
2016-04-27 20:00:00,21,6.62,"12.95",12.95,13,NA,NA,NA
2016-04-27 21:00:00,22,5.84,"6.04",6.5,5.92,NA,NA,NA
2016-04-27 22:00:00,23,3.17,"5.92",5.92,5.94,NA,NA,NA
2016-04-27 23:00:00,24,0.4,"4.79",4.88,0,NA,NA,NA
2016-04-28 00:00:00,1,-2.95,"0",0,0,NA,NA,NA
2016-04-28 01:00:00,2,-4.01,"-4.1",-3,-3,NA,NA,NA
2016-04-28 02:00:00,3,-4.1,"-4.1",-4.1,-4.1,NA,NA,NA
2016-04-28 03:00:00,4,-3.55,"-3",-3,-4.1,NA,NA,NA
2016-04-28 04:00:00,5,-2.23,"0",0,-1,NA,NA,NA
2016-04-28 05:00:00,6,0.39,"4.81",0,0,NA,NA,NA
2016-04-28 06:00:00,7,0,"0.03",0.03,0.02,NA,NA,NA
2016-04-28 07:00:00,8,0.78,"4.64",4.66,0,NA,NA,NA
2016-04-28 08:00:00,9,0,"0.03",0.02,0,NA,NA,NA
2016-04-28 09:00:00,10,3.18,"0",0,0,NA,NA,NA
2016-04-28 10:00:00,11,0,"0",0,0,NA,NA,NA
2016-04-28 11:00:00,12,0,"0",0,0,NA,NA,NA
2016-04-28 12:00:00,13,0,"0.03",0,0,NA,NA,NA
2016-04-28 13:00:00,14,0,"0",0.03,0,NA,NA,NA
2016-04-28 14:00:00,15,2.72,"0.03",0.02,0.02,NA,NA,NA
2016-04-28 15:00:00,16,6.67,"5.79",5.79,0.03,NA,NA,NA
2016-04-28 16:00:00,17,5.98,"5.94",5.9,4.83,NA,NA,NA
2016-04-28 17:00:00,18,5.83,"5.9",5.94,5.81,NA,NA,NA
2016-04-28 18:00:00,19,53.93,"6.5",12.5,5.96,NA,NA,NA
2016-04-28 19:00:00,20,8.66,"14.36",14.38,25,NA,NA,NA
2016-04-28 20:00:00,21,10.87,"13",13,13,NA,NA,NA
2016-04-28 21:00:00,22,3.76,"4.83",5.9,5.83,NA,NA,NA
2016-04-28 22:00:00,23,2.03,"0",0,0,NA,NA,NA
2016-04-28 23:00:00,24,-2.12,"0",0,-0.25,NA,NA,NA
2016-04-29 00:00:00,1,-4.04,"-3",0,-3,NA,NA,NA
2016-04-29 01:00:00,2,-4.21,"-3",-4.1,-4.1,NA,NA,NA
2016-04-29 02:00:00,3,-4.27,"-4.1",-4.1,-4.2,NA,NA,NA
2016-04-29 03:00:00,4,-4.22,"-3",-3,-4.1,NA,NA,NA
2016-04-29 04:00:00,5,-2.83,"-0.25",0,-3,NA,NA,NA
2016-04-29 05:00:00,6,4.93,"5.71",6,5.86,NA,NA,NA
2016-04-29 06:00:00,7,5.25,"5.84",5.83,5.84,NA,NA,NA
2016-04-29 07:00:00,8,4.69,"4.81",5.71,4.59,NA,NA,NA
2016-04-29 08:00:00,9,5.81,"5.83",0.03,0.03,NA,NA,NA
2016-04-29 09:00:00,10,0.77,"4.81",5.71,0.02,NA,NA,NA
2016-04-29 10:00:00,11,5.74,"4.81",0.03,0.02,NA,NA,NA
2016-04-29 11:00:00,12,3.31,"0.03",0.03,0.03,NA,NA,NA
2016-04-29 12:00:00,13,5.45,"0.03",0.03,0.03,NA,NA,NA
2016-04-29 13:00:00,14,3.08,"0.03",0.02,0,NA,NA,NA
2016-04-29 14:00:00,15,5.74,"0.03",0.03,0,NA,NA,NA
2016-04-29 15:00:00,16,0.87,"0.03",5.94,4.61,NA,NA,NA
2016-04-29 16:00:00,17,2.01,"0.03",0.03,5.94,NA,NA,NA
2016-04-29 17:00:00,18,0,"5.82",0.03,0.03,NA,NA,NA
2016-04-29 18:00:00,19,2.72,"5.79",5.82,5.86,NA,NA,NA
2016-04-29 19:00:00,20,8.04,"19.95",15.88,17.27,NA,NA,NA
2016-04-29 20:00:00,21,17.51,"14.33",15.71,12.55,NA,NA,NA
2016-04-29 21:00:00,22,11.58,"6.08",5.94,5.83,NA,NA,NA
2016-04-29 22:00:00,23,11.56,"10.16",13,5.9,NA,NA,NA
2016-04-29 23:00:00,24,7.33,"5.94",5.86,5.88,NA,NA,NA
2016-04-30 00:00:00,1,4.3,"4.63",5.86,5.13,NA,NA,NA
2016-04-30 01:00:00,2,0.9,"0",-0.02,0,NA,NA,NA
2016-04-30 02:00:00,3,-4.1,"-4.1",-4.1,-4.2,NA,NA,NA
2016-04-30 03:00:00,4,5.84,"0",-4.1,-4.2,NA,NA,NA
2016-04-30 04:00:00,5,0,"-4.1",-4.1,-4.2,NA,NA,NA
2016-04-30 05:00:00,6,-1.25,"4.59",-4.1,-3,NA,NA,NA
2016-04-30 06:00:00,7,-0.25,"5.13",5.69,-1,NA,NA,NA
2016-04-30 07:00:00,8,0,"4.79",4.79,4.13,NA,NA,NA
2016-04-30 08:00:00,9,-2.04,"0",0,-0.25,NA,NA,NA
2016-04-30 09:00:00,10,-3,"0",0,0,NA,NA,NA
2016-04-30 10:00:00,11,-3.28,"-3",-0.02,-3,NA,NA,NA
2016-04-30 11:00:00,12,-3.92,"-4.1",-3,-3,NA,NA,NA
2016-04-30 12:00:00,13,-4.15,"-4.1",-4.1,-4.1,NA,NA,NA
2016-04-30 13:00:00,14,-4.1,"-3",-4.1,-4.1,NA,NA,NA
2016-04-30 14:00:00,15,-4.1,"-4.2",-3,-4.1,NA,NA,NA
2016-04-30 15:00:00,16,-2.8,"-4.1",-4.1,-3,NA,NA,NA
2016-04-30 16:00:00,17,1.19,"0",0,0,NA,NA,NA
2016-04-30 17:00:00,18,1.37,"0",0,0,NA,NA,NA
2016-04-30 18:00:00,19,3.89,"0",0,0,NA,NA,NA
2016-04-30 19:00:00,20,5.87,"6.27",5.88,5.86,NA,NA,NA
2016-04-30 20:00:00,21,0,"5.88",5.9,0,NA,NA,NA
2016-04-30 21:00:00,22,-0.25,"0",0,0,NA,NA,NA
2016-04-30 22:00:00,23,-2.09,"0",0,0,NA,NA,NA
2016-04-30 23:00:00,24,-4.27,"-4.1",-4.1,-4.1,NA,NA,NA
2016-05-01 00:00:00,1,-4.73,"-4.4",-4.4,-4.7,NA,NA,NA
2016-05-01 01:00:00,2,-4.82,"-4.7",-4.7,-4.9,NA,NA,NA
2016-05-01 02:00:00,3,-4.42,"-4.9",-4.8,-4.9,NA,NA,NA
2016-05-01 03:00:00,4,-4.4,"-4.8",-4.9,-4.9,NA,NA,NA
2016-05-01 04:00:00,5,-4.37,"-4.4",-4.8,-4.9,NA,NA,NA
2016-05-01 05:00:00,6,-4.33,"-4.4",-4.4,-5,NA,NA,NA
2016-05-01 06:00:00,7,-3.76,"-4.1",-4.2,-4.4,NA,NA,NA
2016-05-01 07:00:00,8,0.53,"0",0,-3,NA,NA,NA
2016-05-01 08:00:00,9,6.46,"0",0,0,NA,NA,NA
2016-05-01 09:00:00,10,12.98,"4.59",0,0,NA,NA,NA
2016-05-01 10:00:00,11,13.7,"6.5",5.84,0,NA,NA,NA
2016-05-01 11:00:00,12,13.31,"13.22",5.88,0,NA,NA,NA
2016-05-01 12:00:00,13,13.07,"13.21",9.16,0,NA,NA,NA
2016-05-01 13:00:00,14,10.39,"6.5",6.5,5.86,NA,NA,NA
2016-05-01 14:00:00,15,13.19,"5.98",5.98,5.92,NA,NA,NA
2016-05-01 15:00:00,16,13.22,"5.94",5.9,5.86,NA,NA,NA
2016-05-01 16:00:00,17,12.95,"13.01",6.5,5.94,NA,NA,NA
2016-05-01 17:00:00,18,11.82,"12.5",11.65,5.92,NA,NA,NA
2016-05-01 18:00:00,19,11.44,"13.21",13.2,11.65,NA,NA,NA
2016-05-01 19:00:00,20,13.55,"25.03",13.44,13.44,NA,NA,NA
2016-05-01 20:00:00,21,4.72,"80.5",79,32.21,NA,NA,NA
2016-05-01 21:00:00,22,8.74,"14.06",14.06,13.44,NA,NA,NA
2016-05-01 22:00:00,23,6.17,"9.16",12.56,9.16,NA,NA,NA
2016-05-01 23:00:00,24,2.05,"5.86",5.84,5.9,NA,NA,NA
2016-05-02 00:00:00,1,1.63,"4.79",4.79,4.58,NA,NA,NA
2016-05-02 01:00:00,2,4.03,"4.66",0,0,NA,NA,NA
2016-05-02 02:00:00,3,5.85,"4.59",4.58,0,NA,NA,NA
2016-05-02 03:00:00,4,5.83,"5.83",4.58,0,NA,NA,NA
2016-05-02 04:00:00,5,5.62,"5.92",5.84,5.79,NA,NA,NA
2016-05-02 05:00:00,6,12.5,"14",14.37,14.39,NA,NA,NA
2016-05-02 06:00:00,7,12.28,"14.35",14,14.37,NA,NA,NA
2016-05-02 07:00:00,8,14.34,"16.04",14.35,14.35,NA,NA,NA
2016-05-02 08:00:00,9,12.87,"14.37",14.37,13.16,NA,NA,NA
2016-05-02 09:00:00,10,11.83,"14.34",14.34,14.36,NA,NA,NA
2016-05-02 10:00:00,11,11.85,"14.34",14.3,12.5,NA,NA,NA
2016-05-02 11:00:00,12,14.14,"14.36",14.36,14.3,NA,NA,NA
2016-05-02 12:00:00,13,12.63,"14.35",14.35,13.56,NA,NA,NA
2016-05-02 13:00:00,14,12.73,"17.5",14.37,15.18,NA,NA,NA
2016-05-02 14:00:00,15,9.84,"14",14.34,14.38,NA,NA,NA
2016-05-02 15:00:00,16,11.14,"15",14.39,18.01,NA,NA,NA
2016-05-02 16:00:00,17,9.6,"14.4",17.99,19.13,NA,NA,NA
2016-05-02 17:00:00,18,9.52,"14.36",14.36,19.49,NA,NA,NA
2016-05-02 18:00:00,19,7.13,"18.01",18.01,23.55,NA,NA,NA
2016-05-02 19:00:00,20,8.75,"18.96",19.5,31.3,NA,NA,NA
2016-05-02 20:00:00,21,12.5,"13.66",14.35,14.37,NA,NA,NA
2016-05-02 21:00:00,22,10.04,"12.53",13.36,14.36,NA,NA,NA
2016-05-02 22:00:00,23,12.2,"5.94",12.53,12.53,NA,NA,NA
2016-05-02 23:00:00,24,11.55,"6.08",6.08,6.04,NA,NA,NA
2016-05-03 00:00:00,1,5.69,"5.9",5.84,5.84,NA,NA,NA
2016-05-03 01:00:00,2,5.82,"5.92",5.88,4.58,NA,NA,NA
2016-05-03 02:00:00,3,4.83,"4.76",5.79,4.58,NA,NA,NA
2016-05-03 03:00:00,4,4.86,"4.79",0,4.81,NA,NA,NA
2016-05-03 04:00:00,5,5.04,"5.84",5.88,5.79,NA,NA,NA
2016-05-03 05:00:00,6,3.97,"12.51",12.51,12.51,NA,NA,NA
2016-05-03 06:00:00,7,-1.74,"4.58",4.63,4.59,NA,NA,NA
2016-05-03 07:00:00,8,-2.39,"4.59",4.59,4.59,NA,NA,NA
2016-05-03 08:00:00,9,-2.24,"5.71",5.71,0.02,NA,NA,NA
2016-05-03 09:00:00,10,4.92,"0.02",5.06,1.82,NA,NA,NA
2016-05-03 10:00:00,11,5.85,"0.02",4.59,5.84,NA,NA,NA
2016-05-03 11:00:00,12,5.87,"4.59",4.79,4.76,NA,NA,NA
2016-05-03 12:00:00,13,5.83,"0.02",0.02,0.02,NA,NA,NA
2016-05-03 13:00:00,14,5.63,"0.02",0.02,0.02,NA,NA,NA
2016-05-03 14:00:00,15,0.38,"5.79",0.02,0.02,NA,NA,NA
2016-05-03 15:00:00,16,5.1,"5.9",5.9,5.77,NA,NA,NA
2016-05-03 16:00:00,17,5.79,"13.32",14.35,13.57,NA,NA,NA
2016-05-03 17:00:00,18,5.9,"10.24",6.5,8.49,NA,NA,NA
2016-05-03 18:00:00,19,6.72,"12.79",11.76,11.35,NA,NA,NA
2016-05-03 19:00:00,20,9.25,"15.06",14.34,14.34,NA,NA,NA
2016-05-03 20:00:00,21,8.02,"14.04",14.08,9.99,NA,NA,NA
2016-05-03 21:00:00,22,3.84,"5.84",5.98,5.94,NA,NA,NA
2016-05-03 22:00:00,23,0.5,"4.25",0,4.25,NA,NA,NA
2016-05-03 23:00:00,24,-1.25,"0",0,0,NA,NA,NA
2016-05-04 00:00:00,1,-2.52,"-3",-3,-3,NA,NA,NA
2016-05-04 01:00:00,2,-3.92,"-3",-3,-4.1,NA,NA,NA
2016-05-04 02:00:00,3,-4.1,"-4.1",-4.1,-4.2,NA,NA,NA
2016-05-04 03:00:00,4,-3.83,"-4.1",-4.1,-4.2,NA,NA,NA
2016-05-04 04:00:00,5,-0.34,"0",-0.02,-3,NA,NA,NA
2016-05-04 05:00:00,6,1.79,"6.5",6.5,5.92,NA,NA,NA
2016-05-04 06:00:00,7,6.94,"6.5",5.98,0.02,NA,NA,NA
2016-05-04 07:00:00,8,8.61,"6.5",6.5,6.5,NA,NA,NA
2016-05-04 08:00:00,9,7.6,"3.63",5.2,0.02,NA,NA,NA
2016-05-04 09:00:00,10,6.14,"5.2",4.77,3.4,NA,NA,NA
2016-05-04 10:00:00,11,1.89,"5.94",5.86,4.59,NA,NA,NA
