Date,Hour,Version,MCP,OR10S,OR10N,OR30R,RefHr
2019-02-19,24,32,26.38,0.2,0.2,0.2,24
2019-02-19,24,31,26.37,0.2,0.2,0.2,23
2019-02-19,23,31,28.62,0.2,0.2,0.2,23
2019-02-19,24,30,26.9,0.19,0.19,0.19,22
2019-02-19,23,30,28.62,0.2,0.2,0.2,22
2019-02-19,22,30,29.79,0.2,0.2,0.2,22
2019-02-19,24,29,28.02,0.19,0.19,0.19,21
2019-02-19,23,29,28.83,0.15,0.15,0.1,21
2019-02-19,22,29,29.79,0.2,0.2,0.2,21
2019-02-19,21,29,31,1.41,1.41,0.45,21
2019-02-19,24,28,26.91,0.17,0.17,0.17,20
2019-02-19,23,28,29.29,0.1,0.1,0.1,20
2019-02-19,22,28,29.79,0.2,0.2,0.2,20
2019-02-19,21,28,31.02,1.43,1.43,0.45,20
2019-02-19,20,28,35,5.41,5.41,1.71,20
2019-02-19,24,27,27.16,0.16,0.16,0.16,19
2019-02-19,23,27,29.09,0.19,0.19,0.19,19
2019-02-19,22,27,29.79,0.2,0.2,0.2,19
2019-02-19,21,27,31.65,1.78,1.78,0.45,19
2019-02-19,20,27,35,5.41,5.41,1.71,19
2019-02-19,19,27,37.79,8.2,8.2,4.5,19
2019-02-19,24,26,26.91,0.16,0.16,0.16,18
2019-02-19,23,26,28.83,0.2,0.2,0.1,18
2019-02-19,22,26,29.6,0.2,0.2,0.2,18
2019-02-19,21,26,31.65,1.78,1.78,0.45,18
2019-02-19,20,26,40.3,10.71,10.71,7.01,18
2019-02-19,19,26,36.44,6.85,6.85,3.15,18
2019-02-19,18,26,30.06,0.47,0.47,0.45,18
2019-02-19,24,25,27.18,0.16,0.16,0.16,17
2019-02-19,23,25,29.06,0.2,0.2,0.2,17
2019-02-19,22,25,29.8,0.2,0.2,0.2,17
2019-02-19,21,25,31.76,1.43,1.43,0.45,17
2019-02-19,20,25,40.3,10.71,10.71,7.01,17
2019-02-19,19,25,39.39,9.8,9.8,6.1,17
2019-02-19,18,25,31.02,1.43,1.43,0.45,17
2019-02-19,17,25,29.69,0.2,0.2,0.1,17
2019-02-19,24,24,28.02,0.16,0.16,0.16,16
2019-02-19,23,24,29.6,0.1,0.1,0.1,16
2019-02-19,22,24,29.79,0.2,0.2,0.2,16
2019-02-19,21,24,31.76,1.43,1.43,0.45,16
2019-02-19,20,24,37.41,7.82,7.82,4.12,16
2019-02-19,19,24,39.39,9.8,9.8,6.1,16
2019-02-19,18,24,31.86,2,2,0.45,16
2019-02-19,17,24,29.88,0.29,0.29,0.29,16
2019-02-19,16,24,28.61,0.21,0.21,0.21,16
2019-02-19,24,23,28.08,0.2,0.2,0.2,15
2019-02-19,23,23,29.31,0.13,0.13,0.13,15
2019-02-19,22,23,29.79,0.2,0.2,0.2,15
2019-02-19,21,23,31.65,1.43,1.43,0.45,15
2019-02-19,20,23,35.01,5.42,5.42,1.72,15
2019-02-19,19,23,39.39,9.8,9.8,6.1,15
2019-02-19,18,23,31.59,2,2,0.45,15
2019-02-19,17,23,29.79,0.2,0.2,0.2,15
2019-02-19,16,23,28.61,0.21,0.21,0.21,15
2019-02-19,15,23,28.01,0.38,0.38,0.38,15
2019-02-19,24,22,28.68,0.2,0.2,0.1,14
2019-02-19,23,22,29.31,0.13,0.13,0.13,14
2019-02-19,22,22,29.8,0.2,0.2,0.2,14
2019-02-19,21,22,31.65,1.43,1.43,0.45,14
2019-02-19,20,22,35,5.41,5.41,1.71,14
2019-02-19,19,22,34.33,4.74,4.74,1.04,14
2019-02-19,18,22,31.59,2,2,0.45,14
2019-02-19,17,22,30.62,1.03,1.03,0.45,14
2019-02-19,16,22,29.43,0.21,0.21,0.21,14
2019-02-19,15,22,28.02,0.36,0.36,0.36,14
2019-02-19,14,22,28.62,0.2,0.2,0.2,14
2019-02-19,24,21,27.18,0.2,0.2,0.2,13
2019-02-19,23,21,28.83,0.2,0.2,0.1,13
2019-02-19,22,21,29.6,0.2,0.2,0.2,13
2019-02-19,21,21,31.02,1.43,1.43,0.45,13
2019-02-19,20,21,35,5.41,5.41,1.71,13
2019-02-19,19,21,34.33,4.74,4.74,1.04,13
2019-02-19,18,21,31.59,2,2,0.45,13
2019-02-19,17,21,29.96,0.37,0.37,0.37,13
2019-02-19,16,21,28.83,0.21,0.21,0.1,13
2019-02-19,15,21,28.05,0.36,0.36,0.36,13
2019-02-19,14,21,28.04,0.21,0.21,0.21,13
2019-02-19,13,21,28.66,0.21,0.21,0.15,13
2019-02-19,24,20,27.2,0.2,0.2,0.2,12
2019-02-19,23,20,29.31,0.2,0.2,0.2,12
2019-02-19,22,20,29.6,0.98,0.98,0.45,12
2019-02-19,21,20,31.58,2,2,0.45,12
2019-02-19,20,20,37.41,8.79,8.79,4.12,12
2019-02-19,19,20,36.44,7.82,7.82,3.15,12
2019-02-19,18,20,31.36,2.74,2.74,0.45,12
2019-02-19,17,20,30.06,1.41,1.41,0.45,12
2019-02-19,16,20,29.31,0.21,0.21,0.14,12
2019-02-19,15,20,28.52,0.36,0.36,0.36,12
2019-02-19,14,20,28.07,0.2,0.2,0.2,12
2019-02-19,13,20,28.83,0.21,0.21,0.1,12
2019-02-19,12,20,29.49,0.37,0.37,0.37,12
2019-02-19,24,19,28.02,0.2,0.2,0.2,11
2019-02-19,23,19,29.31,0.2,0.2,0.2,11
2019-02-19,22,19,29.6,0.98,0.98,0.45,11
2019-02-19,21,19,31.59,2,2,0.45,11
2019-02-19,20,19,37.41,8.79,8.79,4.12,11
2019-02-19,19,19,39.39,10.77,10.77,6.1,11
2019-02-19,18,19,31.87,2.74,2.74,0.45,11
2019-02-19,17,19,30.62,1.41,1.41,0.45,11
2019-02-19,16,19,28.85,0.37,0.37,0.12,11
2019-02-19,15,19,28.08,0.36,0.36,0.36,11
2019-02-19,14,19,28.94,0.2,0.2,0.2,11
2019-02-19,13,19,29.17,0.21,0.21,0.12,11
2019-02-19,12,19,29.49,0.37,0.37,0.37,11
2019-02-19,11,19,29.39,0.98,0.98,0.45,11
2019-02-19,24,18,26.89,0.2,0.2,0.2,10
2019-02-19,23,18,29.49,0.2,0.2,0.2,10
2019-02-19,22,18,29.6,0.98,0.98,0.45,10
2019-02-19,21,18,31.58,2,2,0.45,10
2019-02-19,20,18,37.41,8.79,8.79,4.12,10
2019-02-19,19,18,39.39,10.77,10.77,6.1,10
2019-02-19,18,18,31.36,2.74,2.74,0.45,10
2019-02-19,17,18,30.62,1.41,1.41,0.45,10
2019-02-19,16,18,29.31,0.37,0.37,0.12,10
2019-02-19,15,18,28,0.36,0.36,0.36,10
2019-02-19,14,18,28.01,0.2,0.2,0.2,10
2019-02-19,13,18,28.69,0.29,0.29,0.1,10
2019-02-19,12,18,29.1,0.37,0.37,0.37,10
2019-02-19,11,18,29.39,0.98,0.98,0.45,10
2019-02-19,10,18,29.49,0.98,0.98,0.45,10
2019-02-19,24,17,28.08,0.2,0.2,0.2,9
2019-02-19,23,17,29.49,0.2,0.2,0.2,9
2019-02-19,22,17,30.06,0.98,0.98,0.45,9
2019-02-19,21,17,31.87,2.29,2.29,0.45,9
2019-02-19,20,17,41.06,12.44,12.44,7.77,9
2019-02-19,19,17,41.06,12.44,12.44,7.77,9
2019-02-19,18,17,34.94,5.35,5.35,1.65,9
2019-02-19,17,17,31.09,1.5,1.5,0.45,9
2019-02-19,16,17,28.81,0.39,0.39,0.1,9
2019-02-19,15,17,28,0.36,0.36,0.36,9
2019-02-19,14,17,28.62,0.2,0.2,0.2,9
2019-02-19,13,17,28.69,0.29,0.29,0.1,9
2019-02-19,12,17,29.2,0.37,0.37,0.37,9
2019-02-19,11,17,29.49,0.98,0.98,0.45,9
2019-02-19,10,17,29.49,0.98,0.98,0.45,9
2019-02-19,9,17,29.61,0.98,0.98,0.45,9
2019-02-19,24,16,28.07,0.2,0.2,0.2,8
2019-02-19,23,16,29.6,0.2,0.2,0.2,8
2019-02-19,22,16,29.6,0.98,0.98,0.45,8
2019-02-19,21,16,32,3.03,3.03,0.45,8
2019-02-19,20,16,44.48,15.86,15.86,11.19,8
2019-02-19,19,16,43.33,14.71,14.71,10.04,8
2019-02-19,18,16,33.97,5.35,5.35,0.68,8
2019-02-19,17,16,31.09,2,2,0.45,8
2019-02-19,16,16,29.49,0.45,0.45,0.45,8
2019-02-19,15,16,28.05,0.36,0.36,0.36,8
2019-02-19,14,16,28.83,0.2,0.2,0.1,8
2019-02-19,13,16,29.02,0.29,0.29,0.29,8
2019-02-19,12,16,29.49,0.98,0.98,0.45,8
2019-02-19,11,16,29.59,0.98,0.98,0.45,8
2019-02-19,10,16,29.6,0.98,0.98,0.45,8
2019-02-19,9,16,29.6,0.98,0.98,0.45,8
2019-02-19,8,16,40,7.75,7.75,6.71,8
2019-02-19,24,15,28.62,0.2,0.2,0.2,7
2019-02-19,23,15,29.59,0.2,0.2,0.2,7
2019-02-19,22,15,29.6,0.98,0.98,0.45,7
2019-02-19,21,15,31.87,3.03,3.03,0.45,7
2019-02-19,20,15,37.41,8.79,8.79,4.12,7
2019-02-19,19,15,42,13.38,13.38,8.71,7
2019-02-19,18,15,33.97,5.35,5.35,0.68,7
2019-02-19,17,15,31.02,2,2,0.45,7
2019-02-19,16,15,29.49,0.45,0.45,0.45,7
2019-02-19,15,15,28.07,0.36,0.36,0.36,7
2019-02-19,14,15,29.31,0.2,0.2,0.2,7
2019-02-19,13,15,29.31,0.29,0.29,0.29,7
2019-02-19,12,15,29.31,1.07,1.07,0.45,7
2019-02-19,11,15,29.59,0.98,0.98,0.45,7
2019-02-19,10,15,29.6,0.98,0.98,0.45,7
2019-02-19,9,15,29.61,0.98,0.98,0.45,7
2019-02-19,8,15,40,7.75,7.75,6.71,7
2019-02-19,7,15,48.89,9.96,9.96,9.96,7
2019-02-19,24,14,28.07,0.2,0.2,0.2,6
2019-02-19,23,14,29.49,0.2,0.2,0.2,6
2019-02-19,22,14,29.6,0.98,0.98,0.45,6
2019-02-19,21,14,31.65,3.03,3.03,0.45,6
2019-02-19,20,14,37.41,8.79,8.79,4.12,6
2019-02-19,19,14,39.39,10.77,10.77,6.1,6
2019-02-19,18,14,31,2.38,2.38,0.45,6
2019-02-19,17,14,30.62,2,2,0.45,6
2019-02-19,16,14,28.67,0.45,0.45,0.12,6
2019-02-19,15,14,28.02,0.36,0.36,0.36,6
2019-02-19,14,14,28.67,0.2,0.2,0.13,6
2019-02-19,13,14,29.02,0.29,0.29,0.29,6
2019-02-19,12,14,29.31,1.07,1.07,0.45,6
2019-02-19,11,14,29.49,0.98,0.98,0.45,6
2019-02-19,10,14,29.49,0.98,0.98,0.45,6
2019-02-19,9,14,29.6,0.98,0.98,0.45,6
2019-02-19,8,14,35.12,2.87,2.87,1.83,6
2019-02-19,7,14,48.86,2.15,2.15,2.15,6
2019-02-19,6,14,35.62,0.2,0.2,0.2,6
2019-02-19,24,13,28.62,0.2,0.2,0.2,5
2019-02-19,23,13,29.49,0.2,0.2,0.2,5
2019-02-19,22,13,29.6,0.98,0.98,0.45,5
2019-02-19,21,13,31.81,3.18,3.18,0.45,5
2019-02-19,20,13,37.41,8.79,8.79,4.12,5
2019-02-19,19,13,39.39,10.77,10.77,6.1,5
2019-02-19,18,13,31.36,2.74,2.74,0.45,5
2019-02-19,17,13,31.01,2.39,2.39,0.45,5
2019-02-19,16,13,29.49,0.45,0.45,0.45,5
2019-02-19,15,13,28.52,0.36,0.36,0.36,5
2019-02-19,14,13,28.83,0.2,0.2,0.1,5
2019-02-19,13,13,29.31,0.36,0.36,0.36,5
2019-02-19,12,13,29.31,1.07,1.07,0.45,5
2019-02-19,11,13,29.49,0.98,0.98,0.45,5
2019-02-19,10,13,29.49,0.98,0.98,0.45,5
2019-02-19,9,13,29.6,0.98,0.98,0.45,5
2019-02-19,8,13,29.6,0.98,0.98,0.45,5
2019-02-19,7,13,34.63,0.46,0.46,0.46,5
2019-02-19,6,13,35.62,0.2,0.2,0.2,5
2019-02-19,5,13,30.8,0.2,0.2,0.2,5
2019-02-19,24,12,28.62,0.2,0.2,0.2,4
2019-02-19,23,12,29.49,0.2,0.2,0.2,4
2019-02-19,22,12,29.6,0.98,0.98,0.45,4
2019-02-19,21,12,31.8,3.18,3.18,0.45,4
2019-02-19,20,12,40.3,11.68,11.68,7.01,4
2019-02-19,19,12,39.39,10.77,10.77,6.1,4
2019-02-19,18,12,31.18,2.55,2.55,0.45,4
2019-02-19,17,12,31.36,2.74,2.74,0.45,4
2019-02-19,16,12,29.31,0.45,0.45,0.45,4
2019-02-19,15,12,28.03,0.36,0.36,0.36,4
2019-02-19,14,12,28.68,0.2,0.2,0.1,4
2019-02-19,13,12,29.31,0.36,0.36,0.36,4
2019-02-19,12,12,29.31,1.07,1.07,0.45,4
2019-02-19,11,12,29.49,0.98,0.98,0.45,4
2019-02-19,10,12,29.49,0.98,0.98,0.45,4
2019-02-19,9,12,29.6,0.98,0.98,0.45,4
2019-02-19,8,12,29.6,0.98,0.98,0.45,4
2019-02-19,7,12,31.87,0.46,0.46,0.45,4
2019-02-19,6,12,32.25,0.2,0.2,0.2,4
2019-02-19,5,12,30.76,0.2,0.2,0.2,4
2019-02-19,4,12,28.68,0.2,0.2,0.1,4
2019-02-19,24,11,28,0.2,0.2,0.2,3
2019-02-19,23,11,29.31,0.2,0.2,0.2,3
2019-02-19,22,11,31.06,1.41,1.41,0.45,3
2019-02-19,21,11,33.75,3.18,3.18,0.46,3
2019-02-19,20,11,36.74,4.49,4.49,0.99,3
2019-02-19,19,11,36.44,5.83,5.83,0.99,3
2019-02-19,18,11,35,2.55,2.55,1.01,3
2019-02-19,17,11,32.5,3.8,3.8,0.45,3
2019-02-19,16,11,28.69,0.45,0.45,0.1,3
2019-02-19,15,11,28.04,0.36,0.36,0.36,3
2019-02-19,14,11,28.06,0.2,0.2,0.2,3
2019-02-19,13,11,28.52,0.36,0.36,0.36,3
2019-02-19,12,11,28.83,1.22,1.22,0.1,3
2019-02-19,11,11,30.62,1,1,0.45,3
2019-02-19,10,11,30.62,1.22,1.22,0.45,3
2019-02-19,9,11,31.87,2.46,2.46,0.45,3
2019-02-19,8,11,33.63,3.13,3.13,0.45,3
2019-02-19,7,11,34.63,0.46,0.46,0.46,3
2019-02-19,6,11,30.8,0.2,0.2,0.2,3
2019-02-19,5,11,29.93,0.2,0.2,0.2,3
2019-02-19,4,11,28.68,0.2,0.2,0.1,3
2019-02-19,3,11,28.2,0.2,0.2,0.2,3
2019-02-19,24,10,28.02,0.2,0.2,0.2,2
2019-02-19,23,10,29.81,0.2,0.2,0.2,2
2019-02-19,22,10,31.77,1.41,1.41,0.45,2
2019-02-19,21,10,35,3.53,3.53,0.99,2
2019-02-19,20,10,37.41,4.86,4.86,1.01,2
2019-02-19,19,10,39.39,7.95,7.95,0.99,2
2019-02-19,18,10,35.64,3.16,3.16,1.01,2
2019-02-19,17,10,34.36,3.8,3.8,1.04,2
2019-02-19,16,10,28.68,0.45,0.45,0.1,2
2019-02-19,15,10,28.04,0.36,0.36,0.36,2
2019-02-19,14,10,28.07,0.2,0.2,0.2,2
2019-02-19,13,10,28.09,0.36,0.36,0.36,2
2019-02-19,12,10,28.69,1.22,1.22,0.1,2
2019-02-19,11,10,30.62,1,1,0.45,2
2019-02-19,10,10,31.01,1.22,1.22,0.45,2
2019-02-19,9,10,33.02,2.46,2.46,0.45,2
2019-02-19,8,10,33.63,3.13,3.13,0.45,2
2019-02-19,7,10,33.74,0.45,0.45,0.45,2
2019-02-19,6,10,31.8,0.2,0.2,0.2,2
2019-02-19,5,10,28.87,0.2,0.2,0.14,2
2019-02-19,4,10,25.26,0.2,0.2,0.1,2
2019-02-19,3,10,28,0.2,0.2,0.2,2
2019-02-19,2,10,25.26,0.2,0.2,0.1,2
2019-02-19,24,9,28.01,0.2,0.2,0.2,1
2019-02-19,23,9,29.31,0.2,0.2,0.2,1
2019-02-19,22,9,31.06,1.41,1.41,0.45,1
2019-02-19,21,9,35.28,4.96,4.96,0.99,1
2019-02-19,20,9,41.59,4.86,4.86,0.99,1
2019-02-19,19,9,40.21,7.95,7.95,1.31,1
2019-02-19,18,9,36.2,4.45,4.45,1.01,1
2019-02-19,17,9,35.43,4.83,4.83,1.02,1
2019-02-19,16,9,28.64,0.45,0.45,0.17,1
2019-02-19,15,9,28.03,0.36,0.36,0.36,1
2019-02-19,14,9,28.08,0.2,0.2,0.2,1
2019-02-19,13,9,28.09,0.36,0.36,0.36,1
2019-02-19,12,9,28.46,1.22,1.22,0.45,1
2019-02-19,11,9,28.69,1,1,0.1,1
2019-02-19,10,9,29.31,1.22,1.22,0.45,1
2019-02-19,9,9,31.87,2.46,2.46,0.45,1
2019-02-19,8,9,35,3.13,3.13,1.71,1
2019-02-19,7,9,29.31,0.36,0.36,0.36,1
2019-02-19,6,9,28.62,0.2,0.2,0.2,1
2019-02-19,5,9,28,0.2,0.2,0.2,1
2019-02-19,4,9,26.03,0.2,0.2,0.1,1
2019-02-19,3,9,25.26,0.2,0.2,0.1,1
2019-02-19,2,9,25.26,0.2,0.2,0.1,1
2019-02-19,1,9,25.26,0.2,0.2,0.1,1
2019-02-19,24,8,28,0.2,0.2,0.2,0
2019-02-19,23,8,29.31,0.2,0.2,0.2,0
2019-02-19,22,8,31.01,1.41,1.41,0.45,0
2019-02-19,21,8,35,5.05,5.05,0.99,0
2019-02-19,20,8,41.31,4.86,4.86,1.92,0
2019-02-19,19,8,38.56,7.95,7.95,1.29,0
2019-02-19,18,8,35,5.05,5.05,1,0
2019-02-19,17,8,35.41,4.84,4.84,1.01,0
2019-02-19,16,8,28.46,0.45,0.45,0.45,0
2019-02-19,15,8,28,0.36,0.36,0.36,0
2019-02-19,14,8,28.03,0.2,0.2,0.2,0
2019-02-19,13,8,28.03,0.36,0.36,0.36,0
2019-02-19,12,8,28.05,1.22,1.22,0.45,0
2019-02-19,11,8,28.06,1,1,0.45,0
2019-02-19,10,8,28.46,1.22,1.22,0.45,0
2019-02-19,9,8,31.03,2.46,2.46,0.45,0
2019-02-19,8,8,33.63,3.13,3.13,0.45,0
2019-02-19,7,8,28.68,0.36,0.36,0.11,0
2019-02-19,6,8,28.02,0.2,0.2,0.2,0
2019-02-19,5,8,27.99,0.2,0.2,0.2,0
2019-02-19,4,8,25.26,0.2,0.2,0.1,0
2019-02-19,3,8,25.26,0.2,0.2,0.1,0
2019-02-19,2,8,25.26,0.2,0.2,0.1,0
2019-02-19,1,8,26.4,0.2,0.2,0.2,0
2019-02-19,24,7,27.99,0.2,0.2,0.2,-1
2019-02-19,23,7,29.31,0.2,0.2,0.2,-1
2019-02-19,22,7,31.01,1.41,1.41,0.45,-1
2019-02-19,21,7,35,5.06,5.06,0.99,-1
2019-02-19,20,7,41.22,4.86,4.86,1.92,-1
2019-02-19,19,7,40.12,7.95,7.95,1.27,-1
2019-02-19,18,7,35,5.05,5.05,0.99,-1
2019-02-19,17,7,35.42,4.84,4.84,0.99,-1
2019-02-19,16,7,28.83,0.45,0.45,0.1,-1
2019-02-19,15,7,28.09,0.36,0.36,0.36,-1
2019-02-19,14,7,28.62,0.2,0.2,0.2,-1
2019-02-19,13,7,28.52,0.36,0.36,0.36,-1
2019-02-19,12,7,28.83,1.22,1.22,0.1,-1
2019-02-19,11,7,29.18,1,1,0.45,-1
2019-02-19,10,7,28.46,1.22,1.22,0.45,-1
2019-02-19,9,7,31.01,2.46,2.46,0.45,-1
2019-02-19,8,7,33.74,3.13,3.13,0.45,-1
2019-02-19,7,7,28.83,0.36,0.36,0.1,-1
2019-02-19,6,7,28.07,0.2,0.2,0.2,-1
2019-02-19,5,7,27.99,0.2,0.2,0.2,-1
2019-02-19,4,7,25.26,0.2,0.2,0.1,-1
2019-02-19,3,7,25.26,0.2,0.2,0.1,-1
2019-02-19,2,7,25.26,0.2,0.2,0.1,-1
2019-02-19,1,7,25.26,0.2,0.2,0.1,-1
2019-02-19,24,6,29.31,0.2,0.2,0.2,-2
2019-02-19,23,6,35.24,0.45,0.45,0.45,-2
2019-02-19,22,6,38.45,1.41,1.41,1.41,-2
2019-02-19,21,6,47.33,5.06,5.06,5.06,-2
2019-02-19,20,6,51.11,8.84,8.84,8.84,-2
2019-02-19,19,6,54.32,12.06,12.06,12.06,-2
2019-02-19,18,6,46.64,4.38,4.38,4.38,-2
2019-02-19,17,6,36.88,4.03,4.03,1.69,-2
2019-02-19,16,6,34.38,1.41,1.41,1.09,-2
2019-02-19,15,6,32.64,0.45,0.45,0.45,-2
2019-02-19,14,6,33.96,0.45,0.45,0.45,-2
2019-02-19,13,6,35.6,0.45,0.45,0.45,-2
2019-02-19,12,6,36.73,1.41,1.41,1.41,-2
2019-02-19,11,6,40.91,1.97,1.97,1.97,-2
2019-02-19,10,6,36.88,1.69,1.69,1.69,-2
2019-02-19,9,6,41.76,1.67,1.67,0.99,-2
2019-02-19,8,6,49.68,7.41,7.41,7.41,-2
2019-02-19,7,6,43.14,1.7,1.7,1.7,-2
2019-02-19,6,6,35.69,0.2,0.2,0.2,-2
2019-02-19,5,6,29.31,0.2,0.2,0.2,-2
2019-02-19,4,6,28,0.2,0.2,0.2,-2
2019-02-19,3,6,28,0.2,0.2,0.2,-2
2019-02-19,2,6,28.03,0.2,0.2,0.2,-2
2019-02-19,1,6,28.62,0.2,0.2,0.2,-2
2019-02-19,24,5,27.98,0.2,0.2,0.2,-3
2019-02-19,23,5,28.07,0.45,0.45,0.45,-3
2019-02-19,22,5,30.83,0.45,0.45,0.45,-3
2019-02-19,21,5,33.74,5.68,5.68,0.45,-3
2019-02-19,20,5,37.12,4.86,4.86,1.92,-3
2019-02-19,19,5,36.44,7.95,7.95,1.25,-3
2019-02-19,18,5,31.28,6.96,6.96,0.45,-3
2019-02-19,17,5,31.86,5.91,5.91,0.45,-3
2019-02-19,16,5,28.07,0.45,0.45,0.45,-3
2019-02-19,15,5,27.98,0.45,0.45,0.45,-3
2019-02-19,14,5,27.98,0.45,0.45,0.45,-3
2019-02-19,13,5,27.99,0.45,0.45,0.45,-3
2019-02-19,12,5,28,1.22,1.22,1,-3
2019-02-19,11,5,28,1,1,1,-3
2019-02-19,10,5,28.46,1.22,1.22,0.45,-3
2019-02-19,9,5,31.87,2.46,2.46,0.45,-3
2019-02-19,8,5,38.32,3.13,3.13,3.13,-3
2019-02-19,7,5,29.31,0.45,0.45,0.45,-3
2019-02-19,6,5,28.01,0.2,0.2,0.2,-3
2019-02-19,5,5,27.99,0.2,0.2,0.2,-3
2019-02-19,4,5,26.12,0.2,0.19,0.19,-3
2019-02-19,3,5,26.11,0.2,0.19,0.19,-3
2019-02-19,2,5,25.26,0.2,0.19,0.19,-3
2019-02-19,1,5,26.6,0.2,0.2,0.2,-3
2019-02-19,24,4,27.98,0.2,0.2,0.2,-4
2019-02-19,23,4,28.46,0.45,0.45,0.45,-4
2019-02-19,22,4,30.83,0.45,0.45,0.45,-4
2019-02-19,21,4,36.44,4.07,4.07,3.15,-4
2019-02-19,20,4,43.14,4.86,4.86,0.99,-4
2019-02-19,19,4,39.24,7.95,7.95,4.05,-4
2019-02-19,18,4,31.11,7,7,0.45,-4
2019-02-19,17,4,36.36,4.11,4.11,3.07,-4
2019-02-19,16,4,28.08,0.45,0.45,0.45,-4
2019-02-19,15,4,27.98,0.45,0.45,0.45,-4
2019-02-19,14,4,27.99,0.45,0.45,0.45,-4
2019-02-19,13,4,27.99,0.45,0.45,0.45,-4
2019-02-19,12,4,28,1.22,1.22,1,-4
2019-02-19,11,4,28.02,1,1,1,-4
2019-02-19,10,4,28.46,1.22,1.22,0.45,-4
2019-02-19,9,4,31.87,2.46,2.46,0.45,-4
2019-02-19,8,4,38.32,3.13,3.13,3.13,-4
2019-02-19,7,4,29.31,0.45,0.45,0.45,-4
2019-02-19,6,4,27.99,0.2,0.2,0.2,-4
2019-02-19,5,4,27.2,0.2,0.2,0.2,-4
2019-02-19,4,4,25.84,0.2,0.16,0.1,-4
2019-02-19,3,4,25.83,0.2,0.17,0.1,-4
2019-02-19,2,4,25.9,0.2,0.17,0.1,-4
2019-02-19,1,4,26.38,0.2,0.2,0.2,-4
2019-02-19,24,3,26.89,0.2,0.2,0.2,-5
2019-02-19,23,3,28.05,0.45,0.45,0.45,-5
2019-02-19,22,3,31.86,0.45,0.45,0.45,-5
2019-02-19,21,3,36.36,4.11,4.11,3.07,-5
2019-02-19,20,3,35.49,4.86,4.86,0.99,-5
2019-02-19,19,3,34.28,7.95,7.95,0.99,-5
2019-02-19,18,3,29.81,7.65,7.65,0.45,-5
2019-02-19,17,3,30.72,4.77,4.77,0.45,-5
2019-02-19,16,3,27.99,0.45,0.45,0.45,-5
2019-02-19,15,3,26.13,0.2,0.2,0.2,-5
2019-02-19,14,3,26.13,0.2,0.2,0.2,-5
2019-02-19,13,3,26.43,0.45,0.45,0.45,-5
2019-02-19,12,3,26.61,0.63,0.63,0.63,-5
2019-02-19,11,3,27.98,0.98,0.98,0.98,-5
2019-02-19,10,3,28,1.22,1.22,1,-5
2019-02-19,9,3,28.46,2.46,2.46,0.45,-5
2019-02-19,8,3,31.9,1,1,0.45,-5
2019-02-19,7,3,28.04,0.45,0.45,0.45,-5
2019-02-19,6,3,26.15,0.2,0.2,0.2,-5
2019-02-19,5,3,25.84,0.2,0.16,0.1,-5
2019-02-19,4,3,25.26,0.2,0.19,0.19,-5
2019-02-19,3,3,25.26,0.2,0.19,0.19,-5
2019-02-19,2,3,25.26,0.2,0.19,0.19,-5
2019-02-19,1,3,27.98,0.2,0.2,0.2,-5
2019-02-19,24,2,28,0.2,0.2,0.2,-6
2019-02-19,23,2,28.62,0.2,0.2,0.2,-6
2019-02-19,22,2,33.49,0.2,0.2,0.2,-6
2019-02-19,21,2,39.66,2.53,2.53,2.53,-6
2019-02-19,20,2,41.5,4.86,4.86,0.99,-6
2019-02-19,19,2,40.2,7.95,7.95,0.99,-6
2019-02-19,18,2,36.44,4.34,4.34,0.45,-6
2019-02-19,17,2,37.09,4.01,4.01,0.45,-6
2019-02-19,16,2,28.03,0.45,0.45,0.45,-6
2019-02-19,15,2,27.2,0.2,0.2,0.2,-6
2019-02-19,14,2,27.98,0.2,0.2,0.2,-6
2019-02-19,13,2,27.99,0.29,0.29,0.29,-6
2019-02-19,12,2,27.99,0.45,0.45,0.45,-6
2019-02-19,11,2,28,0.39,0.39,0.39,-6
2019-02-19,10,2,28.68,0.45,0.45,0.1,-6
2019-02-19,9,2,32.64,0.39,0.39,0.39,-6
2019-02-19,8,2,37.09,0.45,0.45,0.45,-6
2019-02-19,7,2,30.06,0.2,0.2,0.2,-6
2019-02-19,6,2,28,0.2,0.2,0.2,-6
2019-02-19,5,2,27.99,0.2,0.2,0.2,-6
2019-02-19,4,2,25.26,0.2,0.16,0.1,-6
2019-02-19,3,2,25.26,0.2,0.17,0.1,-6
2019-02-19,2,2,25.26,0.2,0.17,0.1,-6
2019-02-19,1,2,28,0.2,0.2,0.2,-6
2019-02-19,24,1,25.26,0.2,0.2,0.2,-7
2019-02-19,23,1,25.26,0.45,0.45,0.45,-7
2019-02-19,22,1,28.68,0.2,0.2,0.1,-7
2019-02-19,21,1,31.79,1.35,1.35,0.45,-7
2019-02-19,20,1,31.41,21.6,21.6,0.1,-7
2019-02-19,19,1,31.41,21.6,21.6,0.1,-7
2019-02-19,18,1,28.68,11.28,11.28,0.1,-7
2019-02-19,17,1,28.46,3.03,3.03,0.45,-7
2019-02-19,16,1,25.26,0.45,0.45,0.45,-7
2019-02-19,15,1,22.86,0.2,0.2,0.2,-7
2019-02-19,14,1,22.86,0.2,0.2,0.2,-7
2019-02-19,13,1,22.89,0.39,0.39,0.39,-7
2019-02-19,12,1,23.61,0.45,0.45,0.45,-7
