Date,Hour,Version,MCP,OR10S,OR10N,OR30R,RefHr
2019-01-10,21,18,31.37,2.54,2.54,2.54,10
2019-01-10,20,18,30.11,5.75,5.75,5.75,10
2019-01-10,19,18,28.22,6.7,6.7,6.7,10
2019-01-10,18,18,27.32,8.1,8.1,8.1,10
2019-01-10,17,18,26,7.76,7.76,7.76,10
2019-01-10,16,18,23.15,9.08,9.08,9.08,10
2019-01-10,15,18,13.35,1.43,1.43,1.43,10
2019-01-10,14,18,13.38,1.43,0.45,0.45,10
2019-01-10,13,18,13.34,1.43,1.43,1.43,10
2019-01-10,12,18,13.32,1.43,1.43,1.43,10
2019-01-10,11,18,21,7.43,7.43,7.43,10
2019-01-10,10,18,21,8.7,8.7,8.7,10
2019-01-10,24,17,22.97,1.21,0.2,0.2,9
2019-01-10,23,17,28.51,0.26,0.2,0.2,9
2019-01-10,22,17,28.71,0.2,0.2,0.2,9
2019-01-10,21,17,30.87,2.54,2.54,2.54,9
2019-01-10,20,17,28.74,7.78,7.78,7.78,9
2019-01-10,19,17,28.74,7.78,7.78,7.78,9
2019-01-10,18,17,26.65,8.84,8.84,8.84,9
2019-01-10,17,17,25.94,9.17,9.17,9.17,9
2019-01-10,16,17,23.18,1.43,1.43,1.43,9
2019-01-10,15,17,21,1.43,1.43,1.43,9
2019-01-10,14,17,13.39,1.43,0.45,0.45,9
2019-01-10,13,17,13.36,1.43,0.45,0.45,9
2019-01-10,12,17,13.3,1.43,0.45,0.45,9
2019-01-10,11,17,19,1.73,0.45,0.45,9
2019-01-10,10,17,21,8.7,8.7,8.7,9
2019-01-10,9,17,21,18,18,18,9
2019-01-10,24,16,21,1.21,0.2,0.2,8
2019-01-10,23,16,28.5,0.93,0.2,0.2,8
2019-01-10,22,16,28.69,0.2,0.2,0.2,8
2019-01-10,21,16,30.87,2.54,2.54,2.54,8
2019-01-10,20,16,28.74,7.78,7.78,7.78,8
2019-01-10,19,16,28.74,7.78,7.78,7.78,8
2019-01-10,18,16,26.87,8.73,8.73,8.73,8
2019-01-10,17,16,25.94,9.17,9.17,9.17,8
2019-01-10,16,16,21,10.93,10.93,10.93,8
2019-01-10,15,16,21,11.5,11.5,11.5,8
2019-01-10,14,16,16.09,11.5,11.5,11.5,8
2019-01-10,13,16,13.34,8.67,8.67,8.67,8
2019-01-10,12,16,8.31,3.73,3.73,3.73,8
2019-01-10,11,16,13.34,8.22,8.22,8.22,8
2019-01-10,10,16,13.38,8.65,8.65,8.65,8
2019-01-10,9,16,21,18,18,18,8
2019-01-10,8,16,13.34,9.32,9.32,9.32,8
2019-01-10,24,15,21,1.21,0.2,0.2,7
2019-01-10,23,15,28.51,0.93,0.2,0.2,7
2019-01-10,22,15,28.69,0.2,0.2,0.2,7
2019-01-10,21,15,30.87,2.54,2.54,2.54,7
2019-01-10,20,15,28.74,7.78,7.78,7.78,7
2019-01-10,19,15,28.74,7.78,7.78,7.78,7
2019-01-10,18,15,26.87,8.73,8.73,8.73,7
2019-01-10,17,15,26.63,8.84,8.84,8.84,7
2019-01-10,16,15,21,10.38,10.38,10.38,7
2019-01-10,15,15,21,11.49,11.49,11.49,7
2019-01-10,14,15,21,11.5,11.5,11.5,7
2019-01-10,13,15,13.38,8.79,8.79,8.79,7
2019-01-10,12,15,13.26,8.65,8.65,8.65,7
2019-01-10,11,15,13.3,8.64,8.64,8.64,7
2019-01-10,10,15,13.38,8.8,8.8,8.8,7
2019-01-10,9,15,21,20.52,20.52,20.52,7
2019-01-10,8,15,13.34,9.32,9.32,9.32,7
2019-01-10,7,15,13.3,4.75,4.75,4.75,7
2019-01-10,24,14,21,1.21,0.2,0.2,6
2019-01-10,23,14,28.5,0.93,0.2,0.2,6
2019-01-10,22,14,28.69,0.2,0.2,0.2,6
2019-01-10,21,14,30.87,2.54,2.54,2.54,6
2019-01-10,20,14,26.99,8.62,8.62,8.62,6
2019-01-10,19,14,26.99,8.62,8.62,8.62,6
2019-01-10,18,14,26.85,8.74,8.74,8.74,6
2019-01-10,17,14,25.94,9.17,9.17,9.17,6
2019-01-10,16,14,21,10.38,10.38,10.38,6
2019-01-10,15,14,21,11.49,11.49,11.49,6
2019-01-10,14,14,21,11.5,11.5,11.5,6
2019-01-10,13,14,15,8.8,8.8,8.8,6
2019-01-10,12,14,8.31,3.73,3.73,3.73,6
2019-01-10,11,14,13.23,8.64,8.64,8.64,6
2019-01-10,10,14,13.36,8.79,8.79,8.79,6
2019-01-10,9,14,21,18,18,18,6
2019-01-10,8,14,13.36,9.31,9.31,9.31,6
2019-01-10,7,14,13.29,4.75,4.75,4.75,6
2019-01-10,6,14,5,1.2,0.45,0.45,6
2019-01-10,24,13,21,1.21,0.2,0.2,5
2019-01-10,23,13,25.94,0.93,0.2,0.2,5
2019-01-10,22,13,28.7,0.2,0.2,0.2,5
2019-01-10,21,13,31.05,2.28,2.28,2.28,5
2019-01-10,20,13,30.88,4.99,4.99,4.99,5
2019-01-10,19,13,30.87,4.99,4.99,4.99,5
2019-01-10,18,13,30.89,6.75,6.75,6.75,5
2019-01-10,17,13,26.65,8.83,8.83,8.83,5
2019-01-10,16,13,24.52,9.81,9.81,9.81,5
2019-01-10,15,13,21,11.49,11.49,11.49,5
2019-01-10,14,13,21,10.93,10.93,10.93,5
2019-01-10,13,13,21,8.8,8.8,8.8,5
2019-01-10,12,13,21,8.63,8.63,8.63,5
2019-01-10,11,13,13.38,8.63,8.63,8.63,5
2019-01-10,10,13,13.34,8.79,8.79,8.79,5
2019-01-10,9,13,15.25,10.7,10.7,10.7,5
2019-01-10,8,13,13.37,20.09,20.09,20.09,5
2019-01-10,7,13,5.96,1.44,1.44,1.44,5
2019-01-10,6,13,5.57,1.2,0.23,0.23,5
2019-01-10,5,13,0,1.21,0.2,0.1,5
2019-01-10,24,12,21,1.21,0.2,0.2,4
2019-01-10,23,12,25.94,0.93,0.2,0.2,4
2019-01-10,22,12,28.73,0.41,0.2,0.2,4
2019-01-10,21,12,28.79,5.48,5.48,5.48,4
2019-01-10,20,12,28.48,6.41,6.41,6.41,4
2019-01-10,19,12,28.08,8.1,8.1,8.1,4
2019-01-10,18,12,28.54,7.88,7.88,7.88,4
2019-01-10,17,12,25.94,9.17,9.17,9.17,4
2019-01-10,16,12,23.15,10.47,10.47,10.47,4
2019-01-10,15,12,21,11.49,11.49,11.49,4
2019-01-10,14,12,21,10.93,10.93,10.93,4
2019-01-10,13,12,13.39,8.8,8.8,8.8,4
2019-01-10,12,12,13.37,8.63,8.63,8.63,4
2019-01-10,11,12,13.35,8.63,8.63,8.63,4
2019-01-10,10,12,13.31,8.76,8.76,8.76,4
2019-01-10,9,12,13.38,8.93,8.93,8.93,4
2019-01-10,8,12,13.34,20.09,20.09,20.09,4
2019-01-10,7,12,5.89,1.44,1.44,1.44,4
2019-01-10,6,12,0,1.2,0.23,0.1,4
2019-01-10,5,12,0,1.21,0.2,0.1,4
2019-01-10,4,12,0,1.21,0.2,0.1,4
2019-01-10,24,11,21,1.21,0.2,0.2,3
2019-01-10,23,11,25.94,0.93,0.2,0.2,3
2019-01-10,22,11,28.73,0.41,0.2,0.2,3
2019-01-10,21,11,30.11,5.48,5.48,5.48,3
2019-01-10,20,11,29.91,6.41,6.41,6.41,3
2019-01-10,19,11,29.79,6.58,6.58,6.58,3
2019-01-10,18,11,30.23,6.52,6.52,6.52,3
2019-01-10,17,11,26.98,8.63,8.63,8.63,3
2019-01-10,16,11,21,10.94,10.94,10.94,3
2019-01-10,15,11,21,11.49,11.49,11.49,3
2019-01-10,14,11,21,10.93,10.93,10.93,3
2019-01-10,13,11,21,10.93,10.93,10.93,3
2019-01-10,12,11,21,4.75,4.75,4.75,3
2019-01-10,11,11,13.38,4.75,4.75,4.75,3
2019-01-10,10,11,21,4.75,4.75,4.75,3
2019-01-10,9,11,21,16.41,16.41,16.41,3
2019-01-10,8,11,12.22,7.71,7.71,7.71,3
2019-01-10,7,11,5.74,1.43,1.43,1.43,3
2019-01-10,6,11,0,1.2,0.2,0.1,3
2019-01-10,5,11,0,1.21,0.2,0.1,3
2019-01-10,4,11,0,1.21,0.2,0.1,3
2019-01-10,3,11,0,1.2,0.2,0.1,3
2019-01-10,24,10,21,1.21,0.2,0.2,2
2019-01-10,23,10,28.31,0.93,0.2,0.2,2
2019-01-10,22,10,28.74,0.41,0.2,0.2,2
2019-01-10,21,10,30.7,5.48,4.99,4.99,2
2019-01-10,20,10,30.26,6.43,6.43,6.43,2
2019-01-10,19,10,30.2,6.58,6.58,6.58,2
2019-01-10,18,10,31.37,5.7,5.7,5.7,2
2019-01-10,17,10,26.99,8.63,8.63,8.63,2
2019-01-10,16,10,23.15,6.14,6.14,6.14,2
2019-01-10,15,10,21,6.71,6.71,6.71,2
2019-01-10,14,10,21,4.75,4.75,4.75,2
2019-01-10,13,10,21,1.43,1.43,1.43,2
2019-01-10,12,10,21,1.72,1.72,1.72,2
2019-01-10,11,10,21,1.72,1.72,1.72,2
2019-01-10,10,10,21,1.72,1.72,1.72,2
2019-01-10,9,10,21,4.75,4.75,4.75,2
2019-01-10,8,10,13.31,4.75,4.75,4.75,2
2019-01-10,7,10,5.86,1.43,1.43,1.43,2
2019-01-10,6,10,0,1.2,0.2,0.1,2
2019-01-10,5,10,0,1.21,0.2,0.1,2
2019-01-10,4,10,0,1.21,0.2,0.1,2
2019-01-10,3,10,0,1.2,0.2,0.1,2
2019-01-10,2,10,0,1.2,0.2,0.1,2
2019-01-10,24,9,21,1.21,0.2,0.2,1
2019-01-10,23,9,25.94,0.93,0.2,0.2,1
2019-01-10,22,9,28.74,0.41,0.2,0.2,1
2019-01-10,21,9,30.49,5.48,0.45,0.45,1
2019-01-10,20,9,30.11,5.3,3.73,3.73,1
2019-01-10,19,9,29.15,5.34,5.23,5.23,1
2019-01-10,18,9,30.76,5.29,2.72,2.72,1
2019-01-10,17,9,25.94,9.12,9.12,9.12,1
2019-01-10,16,9,21,1.43,0.45,0.45,1
2019-01-10,15,9,21,1.43,0.45,0.45,1
2019-01-10,14,9,21,1.43,0.21,0.21,1
2019-01-10,13,9,21,1.25,0.21,0.21,1
2019-01-10,12,9,21,1.25,0.2,0.2,1
2019-01-10,11,9,21,1.72,0.44,0.44,1
2019-01-10,10,9,21,1.72,0.44,0.44,1
2019-01-10,9,9,21,1.43,0.45,0.45,1
2019-01-10,8,9,13.23,1.43,0.45,0.45,1
2019-01-10,7,9,5.83,1.43,0.23,0.23,1
2019-01-10,6,9,0,1.2,0.2,0.1,1
2019-01-10,5,9,0,1.21,0.2,0.1,1
2019-01-10,4,9,0,1.21,0.2,0.1,1
2019-01-10,3,9,0,1.2,0.2,0.1,1
2019-01-10,2,9,0,1.2,0.2,0.1,1
2019-01-10,1,9,0,1.2,0.2,0.1,1
2019-01-10,24,8,21,1.21,0.18,0.18,0
2019-01-10,23,8,25.94,0.93,0.2,0.2,0
2019-01-10,22,8,28.73,0.41,0.2,0.2,0
2019-01-10,21,8,28.8,5,0.45,0.45,0
2019-01-10,20,8,28.83,5.1,5.1,5.1,0
2019-01-10,19,8,28.93,5.34,5.34,5.34,0
2019-01-10,18,8,29.12,5.29,5.29,5.29,0
2019-01-10,17,8,25.94,9.12,9.12,9.12,0
2019-01-10,16,8,23.15,1.43,0.45,0.45,0
2019-01-10,15,8,21,1.43,0.45,0.45,0
2019-01-10,14,8,21,1.25,0.2,0.2,0
2019-01-10,13,8,21,1.11,0.2,0.2,0
2019-01-10,12,8,21,1.25,0.2,0.2,0
2019-01-10,11,8,21,1.72,0.44,0.44,0
2019-01-10,10,8,21,1.72,0.44,0.44,0
2019-01-10,9,8,21,1.43,0.45,0.45,0
2019-01-10,8,8,13.37,1.43,0.45,0.45,0
2019-01-10,7,8,5.81,1.43,0.23,0.23,0
2019-01-10,6,8,0,1.2,0.2,0.1,0
2019-01-10,5,8,0,1.21,0.2,0.1,0
2019-01-10,4,8,0,1.21,0.2,0.1,0
2019-01-10,3,8,0,1.2,0.2,0.1,0
2019-01-10,2,8,0,1.2,0.2,0.1,0
2019-01-10,1,8,0,1.2,0.2,0.1,0
2019-01-10,24,7,21,1.21,0.18,0.18,-1
2019-01-10,23,7,25.94,0.93,0.2,0.2,-1
2019-01-10,22,7,25.94,0.41,0.2,0.2,-1
2019-01-10,21,7,28.74,5,0.45,0.45,-1
2019-01-10,20,7,28.74,5.1,5.1,5.1,-1
2019-01-10,19,7,28.72,5.34,5.34,5.34,-1
2019-01-10,18,7,28.74,5.2,5.2,5.2,-1
2019-01-10,17,7,25.94,7.86,7.86,7.86,-1
2019-01-10,16,7,21,2.55,0.45,0.45,-1
2019-01-10,15,7,21,1,0.2,0.2,-1
2019-01-10,14,7,21,1,0.2,0.2,-1
2019-01-10,13,7,21,1.11,0.2,0.2,-1
2019-01-10,12,7,21,1.25,0.2,0.2,-1
2019-01-10,11,7,13.39,1.72,0.44,0.44,-1
2019-01-10,10,7,21,1.72,0.44,0.44,-1
2019-01-10,9,7,21,1.43,0.45,0.45,-1
2019-01-10,8,7,13.33,1.43,0.45,0.45,-1
2019-01-10,7,7,0,1.43,0.23,0.1,-1
2019-01-10,6,7,0,1.2,0.2,0.1,-1
2019-01-10,5,7,0,1.21,0.2,0.1,-1
2019-01-10,4,7,0,1.21,0.2,0.1,-1
2019-01-10,3,7,0,1.2,0.2,0.1,-1
2019-01-10,2,7,0,1.2,0.2,0.1,-1
2019-01-10,1,7,0,1.2,0.2,0.1,-1
2019-01-10,24,6,27.03,1.21,0.18,0.18,-2
2019-01-10,23,6,28.51,0.93,0.2,0.2,-2
2019-01-10,22,6,30.11,0.41,0.2,0.2,-2
2019-01-10,21,6,31.52,4.99,0.45,0.45,-2
2019-01-10,20,6,31.67,4.99,1.3,1.3,-2
2019-01-10,19,6,31.52,5.34,1.53,1.53,-2
2019-01-10,18,6,32.21,4.99,0.45,0.45,-2
2019-01-10,17,6,30.11,6.29,3.74,3.74,-2
2019-01-10,16,6,26.07,2.55,0.45,0.45,-2
2019-01-10,15,6,25.94,1,0.2,0.2,-2
2019-01-10,14,6,25.94,1,0.2,0.2,-2
2019-01-10,13,6,25.94,1.11,0.2,0.2,-2
2019-01-10,12,6,25.94,1.25,0.2,0.2,-2
2019-01-10,11,6,21,1.72,0.44,0.44,-2
2019-01-10,10,6,21,1.72,0.44,0.44,-2
2019-01-10,9,6,23.1,1.43,0.45,0.45,-2
2019-01-10,8,6,23.07,1.43,0.45,0.45,-2
2019-01-10,7,6,13.32,1.43,0.23,0.23,-2
2019-01-10,6,6,0,1.2,0.2,0.1,-2
2019-01-10,5,6,0,1.21,0.2,0.1,-2
2019-01-10,4,6,0,1.21,0.2,0.1,-2
2019-01-10,3,6,0,1.2,0.2,0.1,-2
2019-01-10,2,6,0,1.2,0.2,0.1,-2
2019-01-10,1,6,0,1.2,0.2,0.1,-2
2019-01-10,24,5,21,1.21,0.17,0.17,-3
2019-01-10,23,5,24.23,0.93,0.2,0.2,-3
2019-01-10,22,5,27.26,0.41,0.2,0.2,-3
2019-01-10,21,5,28.73,4.75,0.45,0.45,-3
2019-01-10,20,5,27.96,8.52,6.7,6.7,-3
2019-01-10,19,5,28.74,5.88,5.88,5.88,-3
2019-01-10,18,5,28.99,5.5,5.5,5.5,-3
2019-01-10,17,5,27.9,8.43,7.19,7.19,-3
2019-01-10,16,5,23.15,2.55,0.45,0.45,-3
2019-01-10,15,5,21,1,0.2,0.2,-3
2019-01-10,14,5,23.15,1,0.2,0.2,-3
2019-01-10,13,5,21,1.11,0.2,0.2,-3
2019-01-10,12,5,21,1.25,0.2,0.2,-3
2019-01-10,11,5,15,1.72,0.44,0.44,-3
2019-01-10,10,5,21,1.72,0.44,0.44,-3
2019-01-10,9,5,21,1.43,0.45,0.45,-3
2019-01-10,8,5,13.38,1.43,0.45,0.45,-3
2019-01-10,7,5,13.33,1.43,0.2,0.2,-3
2019-01-10,6,5,0,1.2,0.19,0.1,-3
2019-01-10,5,5,0,1.21,0.17,0.1,-3
2019-01-10,4,5,0,1.21,0.17,0.1,-3
2019-01-10,3,5,0,1.2,0.17,0.1,-3
2019-01-10,2,5,0,1.2,0.17,0.1,-3
2019-01-10,1,5,0,1.2,0.17,0.1,-3
2019-01-10,24,4,18.95,1.23,0.17,0.17,-4
2019-01-10,23,4,18.96,0.93,0.2,0.2,-4
2019-01-10,22,4,21,0.41,0.2,0.2,-4
2019-01-10,21,4,21,4.75,0.45,0.45,-4
2019-01-10,20,4,21,8.52,4.75,4.75,-4
2019-01-10,19,4,21,12.14,4.75,4.75,-4
2019-01-10,18,4,21,20.75,17.99,17.99,-4
2019-01-10,17,4,21,15.28,15.28,15.28,-4
2019-01-10,16,4,13.38,2.55,0.45,0.45,-4
2019-01-10,15,4,13.36,1,0.2,0.2,-4
2019-01-10,14,4,13.38,1,0.2,0.2,-4
2019-01-10,13,4,13.36,1.11,0.2,0.2,-4
2019-01-10,12,4,13.34,1.3,0.2,0.2,-4
2019-01-10,11,4,8.31,1.73,0.44,0.44,-4
2019-01-10,10,4,13.32,1.73,0.44,0.44,-4
2019-01-10,9,4,13.32,1.73,0.45,0.45,-4
2019-01-10,8,4,13.3,1.73,0.45,0.45,-4
2019-01-10,7,4,5.86,1.67,0.2,0.2,-4
2019-01-10,6,4,0,1.21,0.19,0.1,-4
2019-01-10,5,4,0,1.21,0.17,0.1,-4
2019-01-10,4,4,0,1.21,0.17,0.1,-4
2019-01-10,3,4,0,1.2,0.18,0.1,-4
2019-01-10,2,4,0,1.2,0.17,0.1,-4
2019-01-10,1,4,0,1.2,0.17,0.1,-4
2019-01-10,24,3,13.35,1.3,0.11,0.11,-5
2019-01-10,23,3,13.39,0.93,0.18,0.18,-5
2019-01-10,22,3,18.95,0.41,0.2,0.2,-5
2019-01-10,21,3,18.96,4.75,0.44,0.44,-5
2019-01-10,20,3,18.96,8.52,0.45,0.45,-5
2019-01-10,19,3,18.96,12.14,4.75,4.75,-5
2019-01-10,18,3,13.39,10.33,10.33,10.33,-5
2019-01-10,17,3,13.3,9.29,0.45,0.45,-5
2019-01-10,16,3,0,2.99,0.2,0.1,-5
2019-01-10,15,3,0,1,0.2,0.1,-5
2019-01-10,14,3,0,1,0.2,0.1,-5
2019-01-10,13,3,4.78,1.11,0.19,0.19,-5
2019-01-10,12,3,5.87,10.25,0.2,0.2,-5
2019-01-10,11,3,5.57,11.31,0.2,0.2,-5
2019-01-10,10,3,5.8,8.11,0.44,0.44,-5
2019-01-10,9,3,5.8,6.13,0.45,0.45,-5
2019-01-10,8,3,0,13.32,0.45,0.45,-5
2019-01-10,7,3,0,3.02,0.19,0.1,-5
2019-01-10,6,3,0,1.23,0.13,0.1,-5
2019-01-10,5,3,-0.13,1.22,0.11,0.1,-5
2019-01-10,4,3,-3,1.4,0.11,0.1,-5
2019-01-10,3,3,-0.25,1.22,0.11,0.1,-5
2019-01-10,2,3,-0.1,1.22,0.11,0.1,-5
2019-01-10,1,3,0,1.22,0.11,0.1,-5
2019-01-10,24,2,13.35,1.3,0.11,0.11,-6
2019-01-10,23,2,13.36,0.93,0.18,0.18,-6
2019-01-10,22,2,18.95,0.41,0.2,0.2,-6
2019-01-10,21,2,18.96,4.75,0.44,0.44,-6
2019-01-10,20,2,18.95,8.09,0.45,0.45,-6
2019-01-10,19,2,18.95,5.43,0.45,0.45,-6
2019-01-10,18,2,13.38,12.23,12.23,12.23,-6
2019-01-10,17,2,8.31,5.11,0.45,0.45,-6
2019-01-10,16,2,0,2.99,0.2,0.1,-6
2019-01-10,15,2,0,1,0.2,0.1,-6
2019-01-10,14,2,0,1,0.2,0.1,-6
2019-01-10,13,2,0,1.11,0.19,0.1,-6
2019-01-10,12,2,4.81,10.79,0.2,0.2,-6
2019-01-10,11,2,4.81,11.31,0.2,0.2,-6
2019-01-10,10,2,5.68,8.11,0.23,0.23,-6
2019-01-10,9,2,5.68,12.44,0.45,0.45,-6
2019-01-10,8,2,0,13.32,0.45,0.45,-6
2019-01-10,7,2,0,3.02,0.19,0.1,-6
2019-01-10,6,2,0,1.23,0.13,0.1,-6
2019-01-10,5,2,-3,1.22,0.11,0.1,-6
2019-01-10,4,2,-3,1.22,0.11,0.1,-6
2019-01-10,3,2,-3,1.22,0.11,0.1,-6
2019-01-10,2,2,-2.13,1.22,0.11,0.1,-6
2019-01-10,1,2,0,1.22,0.11,0.1,-6
2019-01-10,24,1,5.9,1.12,0.13,0.13,-7
2019-01-10,23,1,14.4,0.93,0.15,0.15,-7
2019-01-10,22,1,14.4,0.41,0.18,0.18,-7
2019-01-10,21,1,18.95,2.33,0.2,0.2,-7
2019-01-10,20,1,14.4,8.52,0.45,0.45,-7
2019-01-10,19,1,14.4,12.14,12.14,12.14,-7
2019-01-10,18,1,14.4,10.33,10.33,10.33,-7
2019-01-10,17,1,6.02,5.11,5.11,5.11,-7
2019-01-10,16,1,5.59,2.99,0.2,0.2,-7
2019-01-10,15,1,0,0.55,0.18,0.1,-7
2019-01-10,14,1,0,0.51,0.19,0.1,-7
2019-01-10,13,1,0,1.11,0.18,0.1,-7
2019-01-10,12,1,0,11.36,0.2,0.1,-7
2019-01-10,11,1,0,11.31,0.2,0.1,-7
2019-01-10,10,1,0,8.11,0.23,0.1,-7
2019-01-10,9,1,0,6.13,0.45,0.45,-7
2019-01-10,8,1,0,13.32,0.45,0.45,-7
2019-01-10,7,1,0,3.02,0.2,0.1,-7
2019-01-10,6,1,-2.13,1.23,0.15,0.1,-7
2019-01-10,5,1,-4.1,1.22,0.13,0.1,-7
2019-01-10,4,1,-4.5,1.22,0.13,0.1,-7
2019-01-10,3,1,-4.1,1.22,0.13,0.1,-7
2019-01-10,2,1,-3,1.22,0.13,0.1,-7
2019-01-10,1,1,-3,1.22,0.13,0.1,-7
2019-01-09,24,32,4.75,1.14,0.2,0.2,24
2019-01-09,24,31,0,1.14,0.2,0.1,23
2019-01-09,23,31,6.56,0.97,0.2,0.2,23
2019-01-09,24,30,0,1.14,0.2,0.1,22
2019-01-09,23,30,13.33,0.97,0.2,0.2,22
2019-01-09,22,30,21,0.45,0.45,0.45,22
2019-01-09,24,29,0,1.14,0.2,0.1,21
2019-01-09,23,29,13.3,0.97,0.2,0.2,21
2019-01-09,22,29,13.39,0.45,0.45,0.45,21
2019-01-09,21,29,13.36,10.8,10.8,10.8,21
2019-01-09,24,28,0,1.14,0.2,0.1,20
2019-01-09,23,28,13.31,0.97,0.2,0.2,20
2019-01-09,22,28,13.34,0.45,0.45,0.45,20
2019-01-09,21,28,13.34,10.81,10.81,10.81,20
2019-01-09,20,28,21,9.14,9.14,9.14,20
2019-01-09,24,27,0,1.14,0.2,0.1,19
2019-01-09,23,27,13.31,0.97,0.2,0.2,19
2019-01-09,22,27,13.37,0.41,0.23,0.23,19
2019-01-09,21,27,13.37,15.21,15,13.37,19
2019-01-09,20,27,23.34,9.62,9.62,9.62,19
2019-01-09,19,27,24.54,10,10,10,19
2019-01-09,24,26,0,1.14,0.2,0.1,18
2019-01-09,23,26,13.31,0.97,0.2,0.2,18
2019-01-09,22,26,13.37,0.41,0.23,0.23,18
2019-01-09,21,26,13.35,15.21,13.35,13.35,18
2019-01-09,20,26,21,9.62,9.62,9.62,18
2019-01-09,19,26,24.54,10,10,10,18
2019-01-09,18,26,21,11.55,11.55,11.55,18
2019-01-09,24,25,0,1.14,0.2,0.1,17
2019-01-09,23,25,13.32,0.97,0.2,0.2,17
2019-01-09,22,25,18.88,0.41,0.23,0.23,17
2019-01-09,21,25,13.37,15.21,13.37,13.37,17
2019-01-09,20,25,24.35,9.94,9.94,9.94,17
2019-01-09,19,25,24.54,10,10,10,17
2019-01-09,18,25,24.54,10,10,10,17
2019-01-09,17,25,18.88,12.57,12.57,12.57,17
2019-01-09,24,24,0,1.14,0.2,0.1,16
2019-01-09,23,24,13.32,0.97,0.2,0.2,16
2019-01-09,22,24,15,0.41,0.23,0.23,16
2019-01-09,21,24,13.36,13.36,13.36,13.36,16
2019-01-09,20,24,21,11.55,11.55,11.55,16
2019-01-09,19,24,24.54,9.9,9.9,9.9,16
2019-01-09,18,24,24.54,10,10,10,16
2019-01-09,17,24,21,11.55,11.55,11.55,16
2019-01-09,16,24,21,2.59,2.59,2.59,16
2019-01-09,24,23,0,1.14,0.19,0.1,15
2019-01-09,23,23,13.3,0.97,0.2,0.2,15
2019-01-09,22,23,13.37,0.41,0.2,0.2,15
2019-01-09,21,23,13.36,9.85,9.85,9.85,15
2019-01-09,20,23,24.05,10.09,10.09,10.09,15
2019-01-09,19,23,24.54,9.85,9.85,9.85,15
2019-01-09,18,23,24.54,9.85,9.85,9.85,15
2019-01-09,17,23,13.38,6.27,6.27,6.27,15
2019-01-09,16,23,14.4,1.14,0.45,0.45,15
2019-01-09,15,23,13.33,2.59,0.2,0.2,15
2019-01-09,24,22,0,1.14,0.19,0.1,14
2019-01-09,23,22,13.3,0.97,0.2,0.2,14
2019-01-09,22,22,13.38,0.41,0.2,0.2,14
2019-01-09,21,22,13.38,9.85,9.85,9.85,14
2019-01-09,20,22,23.74,10.24,10.24,10.24,14
2019-01-09,19,22,24.54,9.85,9.85,9.85,14
2019-01-09,18,22,24.54,9.85,9.85,9.85,14
2019-01-09,17,22,13.38,6.27,6.27,6.27,14
2019-01-09,16,22,13.35,1.14,0.45,0.45,14
2019-01-09,15,22,13.33,2.59,0.2,0.2,14
2019-01-09,14,22,13.37,1.16,0.45,0.45,14
2019-01-09,24,21,0,1.14,0.17,0.1,13
2019-01-09,23,21,13.33,0.97,0.2,0.2,13
2019-01-09,22,21,13.39,0.41,0.2,0.2,13
2019-01-09,21,21,20,9.85,9.85,9.85,13
2019-01-09,20,21,24.54,9.85,9.85,9.85,13
2019-01-09,19,21,24.54,9.85,9.85,9.85,13
2019-01-09,18,21,24.54,9.85,9.85,9.85,13
2019-01-09,17,21,14.39,6.27,6.27,6.27,13
2019-01-09,16,21,13.39,1.14,0.45,0.45,13
2019-01-09,15,21,20.65,2.59,0.2,0.2,13
2019-01-09,14,21,21,1.16,0.45,0.45,13
2019-01-09,13,21,13.35,1.17,0.45,0.45,13
2019-01-09,24,20,0,1.14,0.17,0.1,12
2019-01-09,23,20,13.3,0.97,0.2,0.2,12
2019-01-09,22,20,13.37,0.41,0.2,0.2,12
2019-01-09,21,20,13.37,9.85,9.85,9.85,12
2019-01-09,20,20,24.54,9.85,9.85,9.85,12
2019-01-09,19,20,24.54,9.85,9.85,9.85,12
2019-01-09,18,20,24.54,9.72,9.72,9.72,12
2019-01-09,17,20,13.38,6.27,6.27,6.27,12
2019-01-09,16,20,13.34,1.14,0.45,0.45,12
2019-01-09,15,20,13.37,2.59,0.2,0.2,12
2019-01-09,14,20,13.36,1.17,0.45,0.45,12
2019-01-09,13,20,13.33,1.17,0.45,0.45,12
2019-01-09,12,20,13.31,1.2,1.2,1.2,12
2019-01-09,24,19,0,1.14,0.17,0.1,11
2019-01-09,23,19,13.31,0.97,0.2,0.2,11
2019-01-09,22,19,13.36,0.41,0.2,0.2,11
2019-01-09,21,19,13.39,9.85,9.85,9.85,11
2019-01-09,20,19,21,10.04,10.04,10.04,11
2019-01-09,19,19,24.54,9.85,9.85,9.85,11
2019-01-09,18,19,24.54,9.85,9.85,9.85,11
2019-01-09,17,19,13.37,6.27,6.27,6.27,11
2019-01-09,16,19,8,1.14,0.45,0.45,11
2019-01-09,15,19,6.02,2.59,0.2,0.2,11
2019-01-09,14,19,6.56,1.17,0.44,0.44,11
2019-01-09,13,19,13.3,1.17,0.45,0.45,11
2019-01-09,12,19,13.33,1.2,1.2,1.2,11
2019-01-09,11,19,13.23,4.75,4.75,4.75,11
2019-01-09,24,18,0,1.14,0.17,0.1,10
2019-01-09,23,18,13.32,0.97,0.2,0.2,10
